frame,id,class,x,y
2,1,motorbike,531.5147008486463,571.6372009939262
2,4,motorbike,636.5847922783703,479.599597690252
2,5,motorbike,893.3848716078614,520.8227199449927
2,6,motorbike,857.0448225025668,523.8909066630056
2,7,motorbike,485.20453459944736,601.9796351584954
3,1,motorbike,532.9243689205557,575.9810819692204
3,4,motorbike,635.2651877197092,480.5477964260545
3,5,motorbike,893.3848716078614,520.8227199449927
3,6,motorbike,856.613985756655,522.40442236329
3,7,motorbike,485.20453459944736,601.9796351584954
4,1,motorbike,531.3952687152656,577.0678030921208
4,4,motorbike,635.9994772224669,482.935963807223
4,5,motorbike,893.7080367439313,520.6136830279511
4,6,motorbike,856.613985756655,522.40442236329
4,7,motorbike,485.03842846170664,602.0981655141828
5,1,motorbike,531.2516582913975,579.8121368740713
5,4,motorbike,634.6855513411026,483.8787568900554
5,5,motorbike,893.063268817474,519.3616552976182
5,6,motorbike,856.613985756655,522.40442236329
5,7,motorbike,486.7280687904387,603.5526798859398
6,1,motorbike,528.5115402504446,579.1172493119226
6,4,motorbike,634.1228058051972,484.28254876764254
6,5,motorbike,893.063268817474,519.3616552976182
6,6,motorbike,856.613985756655,522.40442236329
6,7,motorbike,488.5721314201296,604.8802811917278
7,1,motorbike,527.4951783864988,579.8395707806131
7,4,motorbike,633.3728192996874,484.82069334614647
7,5,motorbike,892.5774903693288,517.9978001915043
7,6,motorbike,856.613985756655,522.40442236329
7,7,motorbike,488.40688640806997,604.997877606946
8,1,motorbike,525.7559739664179,578.4184441112603
8,2,motorbike,510.6150138762705,482.04854413105494
8,4,motorbike,634.1106505488304,487.1825036534741
8,5,motorbike,892.7399012669017,517.8925732175784
8,6,motorbike,856.613985756655,522.40442236329
8,7,motorbike,488.40688640806997,604.997877606946
9,1,motorbike,526.3103606092099,580.6816127219545
9,2,motorbike,517.2978986045987,487.51907323757933
9,4,motorbike,633.3635846062738,487.7178049653719
9,5,motorbike,892.5774903693288,517.9978001915043
9,6,motorbike,856.4501514160528,522.5115664712583
9,7,motorbike,486.7280687904387,603.5526798859398
10,1,motorbike,524.2180594183732,587.4199275783591
10,4,motorbike,632.8035386555309,488.1190993024284
10,5,motorbike,892.5774903693288,517.9978001915043
10,6,motorbike,856.4501514160528,522.5115664712583
10,7,motorbike,483.67096045600374,600.3962242086436
11,1,motorbike,523.2683127910273,590.6883081760155
11,4,motorbike,628.889290152409,490.9238080161523
11,5,motorbike,892.7399012669017,517.8925732175784
11,6,motorbike,856.4501514160528,522.5115664712583
11,7,motorbike,483.67096045600374,600.3962242086436
12,1,motorbike,522.1003936966517,591.5150424399365
12,4,motorbike,629.2683404946412,493.51624026186255
12,5,motorbike,892.5774903693288,517.9978001915043
12,6,motorbike,856.2863343278548,522.6186992965282
13,1,motorbike,522.1601459437792,594.0474958270336
